instruction,input,output
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2023?,Top crop: Sorghum with a yield of 252.8811757594744 kg/ha. Top livestock: Cattle with a count of 252.8811757594744.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lere in the year 2025?,Top crop: Groundnut with a yield of 641.6967973026838 kg/ha. Top livestock: Cattle with a count of 641.6967973026838.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2023?,Top crop: Cassava with a yield of 274.62127102622304 kg/ha. Top livestock: Cattle with a count of 274.62127102622304.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2015?,Top crop: Tomato with a yield of 722.131264865691 kg/ha. Top livestock: Poultry with a count of 722.131264865691.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jemaa in the year 2025?,Top crop: Sorghum with a yield of 770.8587179178543 kg/ha. Top livestock: Pig with a count of 770.8587179178543.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sokoto in the year 2016?,Top crop: Maize with a yield of 576.9311001089484 kg/ha. Top livestock: Poultry with a count of 576.9311001089484.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2015?,Top crop: Rice with a yield of 682.2925460269046 kg/ha. Top livestock: Cattle with a count of 682.2925460269046.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2019?,Top crop: Soybean with a yield of 782.9585918373472 kg/ha. Top livestock: Poultry with a count of 782.9585918373472.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2018?,Top crop: Millet with a yield of 223.78748784583237 kg/ha. Top livestock: Pig with a count of 223.78748784583237.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna South in the year 2021?,Top crop: Groundnut with a yield of 862.4948614496491 kg/ha. Top livestock: Poultry with a count of 862.4948614496491.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jemaa in the year 2015?,Top crop: Millet with a yield of 743.6241489560714 kg/ha. Top livestock: Sheep with a count of 743.6241489560714.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2025?,Top crop: Millet with a yield of 928.2857848243648 kg/ha. Top livestock: Poultry with a count of 928.2857848243648.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2021?,Top crop: Tomato with a yield of 845.3321160039928 kg/ha. Top livestock: Pig with a count of 845.3321160039928.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kafanchan in the year 2020?,Top crop: Sorghum with a yield of 744.5060131552377 kg/ha. Top livestock: Pig with a count of 744.5060131552377.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2020?,Top crop: Soybean with a yield of 657.960182015888 kg/ha. Top livestock: Poultry with a count of 657.960182015888.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaura in the year 2017?,Top crop: Soybean with a yield of 584.1111264374011 kg/ha. Top livestock: Cattle with a count of 584.1111264374011.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lau in the year 2025?,Top crop: Tomato with a yield of 262.890007297779 kg/ha. Top livestock: Sheep with a count of 262.890007297779.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2021?,Top crop: Maize with a yield of 815.0368911362901 kg/ha. Top livestock: Poultry with a count of 815.0368911362901.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kauru in the year 2018?,Top crop: Groundnut with a yield of 413.6632167031809 kg/ha. Top livestock: Pig with a count of 413.6632167031809.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna South in the year 2015?,Top crop: Groundnut with a yield of 740.3743344220148 kg/ha. Top livestock: Sheep with a count of 740.3743344220148.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Birnin Gwari in the year 2024?,Top crop: Cassava with a yield of 230.62777700673075 kg/ha. Top livestock: Sheep with a count of 230.62777700673075.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Makarfi in the year 2015?,Top crop: Sorghum with a yield of 757.2462274977987 kg/ha. Top livestock: Pig with a count of 757.2462274977987.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kafanchan in the year 2021?,Top crop: Maize with a yield of 203.7167496243001 kg/ha. Top livestock: Goat with a count of 203.7167496243001.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kafanchan in the year 2025?,Top crop: Tomato with a yield of 650.0355833521742 kg/ha. Top livestock: Poultry with a count of 650.0355833521742.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2016?,Top crop: Millet with a yield of 674.3992607539334 kg/ha. Top livestock: Sheep with a count of 674.3992607539334.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2020?,Top crop: Sorghum with a yield of 940.3984705816608 kg/ha. Top livestock: Goat with a count of 940.3984705816608.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2023?,Top crop: Tomato with a yield of 378.29675265586326 kg/ha. Top livestock: Cattle with a count of 378.29675265586326.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2017?,Top crop: Cassava with a yield of 518.2774092259714 kg/ha. Top livestock: Poultry with a count of 518.2774092259714.
